label,word,count,rank
0,money,4,217.0
0,book,4,218.0
0,ballot,4,219.0
0,postal,4,220.0
0,circular,3,221.0
0,directly,3,222.0
0,allotment,3,223.0
0,acting,3,224.0
0,eligible,3,225.0
0,contract,3,226.0
0,subscriber,3,227.0
0,constitution,3,228.0
0,regard,3,229.0
0,pertain,3,230.0
0,insider,3,231.0
0,angel,3,232.0
0,renewal,3,233.0
0,shelf,3,234.0
0,independent,3,235.0
0,activity,3,236.0
0,levy,3,237.0
0,undertaking,3,238.0
0,secure,3,239.0
0,basis,3,240.0
0,securitie,3,241.0
0,relate,3,242.0
0,securitised,3,243.0
0,report,3,244.0
0,lease,3,245.0
0,base,3,246.0
0,rate,3,247.0
0,benefit,3,248.0
0,entry,3,249.0
0,way,3,250.0
0,body,3,251.0
0,bonus,3,252.0
0,outstanding,3,253.0
0,follow,3,254.0
0,committee,3,255.0
0,position,3,256.0
0,propose,3,257.0
0,abridge,3,258.0
0,issuance,3,259.0
0,rule,3,260.0
0,declare,3,261.0
0,early,3,262.0
0,indirectly,3,263.0
0,title,3,264.0
0,pledgee,3,265.0
0,distribution,3,266.0
0,project,3,267.0
0,sector,3,268.0
0,private,3,269.0
0,average,3,270.0
0,sheet,3,271.0
0,place,3,272.0
0,manner,3,273.0
0,specified,3,274.0
0,clause,3,275.0
0,effect,3,276.0
0,material,3,277.0
0,event,3,278.0
0,escrow,3,279.0
0,office,3,280.0
0,exist,3,281.0
0,short,2,282.0
0,entitlement,2,283.0
0,dematerialise,2,284.0
0,firm,2,285.0
0,future,2,286.0
0,sa,2,287.0
0,secretary,2,288.0
0,roll,2,289.0
0,irrespective,2,290.0
0,entire,2,291.0
0,respective,2,292.0
0,related,2,293.0
0,size,2,294.0
0,exceed,2,295.0
0,representative,2,296.0
0,e,2,297.0
0,restriction,2,298.0
0,indirect,2,299.0
0,exercise,2,300.0
0,income,2,301.0
0,distinct,2,302.0
0,sale,2,303.0
0,space,2,304.0
0,fix,2,305.0
0,represent,2,306.0
0,send,2,307.0
0,split,2,308.0
0,initial,2,309.0
0,enter,2,310.0
0,request,2,311.0
0,require,2,312.0
0,electronic,2,313.0
0,resident,2,314.0
0,direction,2,315.0
0,direct,2,316.0
0,intend,2,317.0
0,intention,2,318.0
0,seeking,2,319.0
0,encumbrance,2,320.0
0,securitized,2,321.0
0,enhancement,2,322.0
0,general,2,323.0
0,fee,2,324.0
0,rupee,2,325.0
0,consideration,2,326.0
0,pass,2,327.0
0,par,2,328.0
0,collateral,2,329.0
0,particular,2,330.0
0,partner,2,331.0
0,combined,2,332.0
0,warrant,2,333.0
0,merger,2,334.0
0,commencement,2,335.0
0,alienation,2,336.0
0,party,2,337.0
0,recipient,2,338.0
0,communication,2,339.0
0,compete,2,340.0
0,meet,2,341.0
0,compliance,2,342.0
0,till,2,343.0
0,weight,2,344.0
0,mean,2,345.0
0,term,2,346.0
0,managerial,2,347.0
0,participate,2,348.0
0,classification,2,349.0
0,consequential,2,350.0
0,monie,2,351.0
0,unlisted,2,352.0
0,belong,2,353.0
0,borrowing,2,354.0
0,order,2,355.0
0,assess,2,356.0
0,business,2,357.0
0,article,2,358.0
0,new,2,359.0
0,underwriter,2,360.0
0,arise,2,361.0
0,capitalization,2,362.0
0,carry,2,363.0
0,qualified,2,364.0
0,proposal,2,365.0
0,outside,2,366.0
0,defer,2,367.0
0,change,2,368.0
0,cheque,2,369.0
0,claim,2,370.0
0,consent,2,371.0
0,available,2,372.0
0,tender,2,373.0
0,contribution,2,374.0
0,listed,2,375.0
0,convert,2,376.0
0,prior,2,377.0
0,action,2,378.0
0,post,2,379.0
0,power,2,380.0
0,like,2,381.0
0,lien,2,382.0
0,practice,2,383.0
0,refund,2,384.0
0,substantial,2,385.0
0,create,2,386.0
0,accordance,2,387.0
0,deceased,2,388.0
0,registrar,2,389.0
0,year,2,390.0
0,default,2,391.0
0,plan,2,392.0
0,limit,2,393.0
0,percent,2,394.0
0,lock,2,395.0
0,long,2,396.0
0,majority,2,397.0
0,consolidated,2,398.0
0,reconstruction,2,399.0
0,risk,1,400.0
0,properly,1,401.0
0,safeguard,1,402.0
0,restraint,1,403.0
0,generality,1,404.0
0,product,1,405.0
0,processing,1,406.0
0,precede,1,407.0
0,physical,1,408.0
0,proper,1,409.0
0,prejudice,1,410.0
0,process,1,411.0
0,proposing,1,412.0
0,free,1,413.0
0,framework,1,414.0
0,provider,1,415.0
0,pendency,1,416.0
0,fractional,1,417.0
0,hypothecatee,1,418.0
0,preferential,1,419.0
0,herre,1,420.0
0,oversubscription,1,421.0
0,procedure,1,422.0
0,partnership,1,423.0
0,global,1,424.0
0,pledger,1,425.0
0,policy,1,426.0
0,function,1,427.0
0,privately,1,428.0
0,prohibition,1,429.0
0,periodically,1,430.0
0,review,1,431.0
0,rights,1,432.0
0,proceeding,1,433.0
0,revenue,1,434.0
0,proxy,1,435.0
0,paper,1,436.0
0,promote,1,437.0
0,promotional,1,438.0
0,half,1,439.0
0,retain,1,440.0
0,rta,1,441.0
0,iv,1,442.0
0,ii,1,443.0
0,offering,1,444.0
0,red,1,445.0
0,margin,1,446.0
0,march,1,447.0
0,recommendation,1,448.0
0,infrastructure,1,449.0
0,managing,1,450.0
0,satisfaction,1,451.0
0,inspect,1,452.0
0,inspection,1,453.0
0,lot,1,454.0
0,recover,1,455.0
0,insurance,1,456.0
0,listing,1,457.0
0,inter,1,458.0
0,relevant,1,459.0
0,relative,1,460.0
0,measure,1,461.0
0,line,1,462.0
0,relationship,1,463.0
0,intimation,1,464.0
0,invest,1,465.0
0,level,1,466.0
0,legislation,1,467.0
0,lakh,1,468.0
0,kra,1,469.0
0,invitation,1,470.0
0,involve,1,471.0
0,iof,1,472.0
0,know,1,473.0
0,regulator,1,474.0
0,j,1,475.0
0,marketable,1,476.0
0,individually,1,477.0
0,publicity,1,478.0
0,nationwide,1,479.0
0,purchaser,1,480.0
0,notification,1,481.0
0,notice,1,482.0
0,note,1,483.0
0,notch,1,484.0
0,networth,1,485.0
0,identity,1,486.0
0,net,1,487.0
0,negative,1,488.0
0,idr,1,489.0
0,research,1,490.0
0,nature,1,491.0
0,iii,1,492.0
0,requisite,1,493.0
0,immediate,1,494.0
0,medium,1,495.0
0,mutandis,1,496.0
0,immediately,1,497.0
0,rbi,1,498.0
0,realize,1,499.0
0,implementation,1,500.0
0,incidental,1,501.0
0,modification,1,502.0
0,incorporate,1,503.0
0,mode,1,504.0
0,reasonable,1,505.0
0,incur,1,506.0
0,migration,1,507.0
0,receive,1,508.0
0,indian,1,509.0
0,kyc,1,510.0
0,prescribe,1,511.0
0,applicable,1,512.0
0,announce,1,513.0
0,stand,1,514.0
0,standalone,1,515.0
0,connection,1,516.0
0,differential,1,517.0
0,different,1,518.0
0,buyer,1,519.0
0,buyback,1,520.0
0,telephone,1,521.0
0,turnover,1,522.0
0,status,1,523.0
0,building,1,524.0
0,verifiable,1,525.0
0,determination,1,526.0
0,destroy,1,527.0
0,appropriate,1,528.0
0,contain,1,529.0
0,desire,1,530.0
0,terminal,1,531.0
0,stakeholder,1,532.0
0,comprise,1,533.0
0,discharge,1,534.0
0,alia,1,535.0
0,divide,1,536.0
0,divest,1,537.0
0,diversify,1,538.0
0,source,1,539.0
0,distribute,1,540.0
0,disposal,1,541.0
0,website,1,542.0
0,disinvestment,1,543.0
0,speed,1,544.0
0,spv,1,545.0
0,thereof,1,546.0
0,alternative,1,547.0
0,concern,1,548.0
0,concurrence,1,549.0
0,underwriting,1,550.0
0,termination,1,551.0
0,depositorie,1,552.0
0,content,1,553.0
0,area,1,554.0
0,dematerialize,1,555.0
0,debarment,1,556.0
0,deal,1,557.0
0,datum,1,558.0
0,borrow,1,559.0
0,utilization,1,560.0
0,creation,1,561.0
0,authorised,1,562.0
0,user,1,563.0
0,covenant,1,564.0
0,contribute,1,565.0
0,banking,1,566.0
0,coupon,1,567.0
0,unsecured,1,568.0
0,counter,1,569.0
0,automatic,1,570.0
0,b,1,571.0
0,cost,1,572.0
0,debit,1,573.0
0,submit,1,574.0
0,decision,1,575.0
0,attract,1,576.0
0,tabular,1,577.0
0,dematerialisation,1,578.0
0,assign,1,579.0
0,continuous,1,580.0
0,valid,1,581.0
0,delivery,1,582.0
0,structure,1,583.0
0,submission,1,584.0
0,declaration,1,585.0
0,university,1,586.0
0,define,1,587.0
0,defaulter,1,588.0
0,deem,1,589.0
0,contravention,1,590.0
0,brochure,1,591.0
0,deduct,1,592.0
0,calculate,1,593.0
0,alienate,1,594.0
0,domain,1,595.0
0,administrator,1,596.0
0,extinguishment,1,597.0
0,extinguish,1,598.0
0,external,1,599.0
0,true,1,600.0
0,underlie,1,601.0
0,actual,1,602.0
0,expression,1,603.0
0,sell,1,604.0
0,collective,1,605.0
0,addition,1,606.0
0,combine,1,607.0
0,expense,1,608.0
0,separate,1,609.0
0,adequate,1,610.0
0,withdrawal,1,611.0
0,agree,1,612.0
0,execute,1,613.0
0,f,1,614.0
0,face,1,615.0
0,chairperson,1,616.0
0,access,1,617.0
0,circumstance,1,618.0
0,format,1,619.0
0,yearly,1,620.0
0,foot,1,621.0
0,accept,1,622.0
0,chartered,1,623.0
0,fit,1,624.0
0,searchable,1,625.0
0,fair,1,626.0
0,finance,1,627.0
0,secondary,1,628.0
0,classify,1,629.0
0,accountant,1,630.0
0,secured,1,631.0
0,far,1,632.0
0,securities,1,633.0
0,adjustment,1,634.0
0,surrender,1,635.0
0,admission,1,636.0
0,educative,1,637.0
0,common,1,638.0
0,similar,1,639.0
0,single,1,640.0
0,category,1,641.0
0,affair,1,642.0
0,affect,1,643.0
0,timely,1,644.0
0,aforesaid,1,645.0
0,commodity,1,646.0
0,cast,1,647.0
0,aggregate,1,648.0
0,thousand,1,649.0
0,earning,1,650.0
0,earmark,1,651.0
0,cancellation,1,652.0
0,weighted,1,653.0
0,advisor,1,654.0
0,end,1,655.0
0,commercial,1,656.0
0,excess,1,657.0
0,ensure,1,658.0
0,shareholde,1,659.0
0,advertise,1,660.0
0,transferable,1,661.0
0,seven,1,662.0
0,advice,1,663.0
0,shortfall,1,664.0
0,unblock,0,665.0
0,punishment,0,666.0
0,undertake,0,667.0
0,unpaid,0,668.0
0,questionnaire,0,669.0
0,quorum,0,670.0
0,question,0,671.0
0,quarter,0,672.0
0,unless,0,673.0
0,unblocking,0,674.0
0,pursuance,0,675.0
0,underlying,0,676.0
0,purport,0,677.0
0,qualification,0,678.0
0,q,0,679.0
0,ratification,0,680.0
0,quarterly,0,681.0
0,undergoing,0,682.0
0,quantity,0,683.0
0,unfulfilled,0,684.0
0,unitholder,0,685.0
0,satisfactory,0,686.0
0,publish,0,687.0
0,privacy,0,688.0
0,production,0,689.0
0,whatsoever,0,690.0
0,whereever,0,691.0
0,proceed,0,692.0
0,wholly,0,693.0
0,wide,0,694.0
0,probable,0,695.0
0,privilege,0,696.0
0,wilful,0,697.0
0,willing,0,698.0
0,wind,0,699.0
0,window,0,700.0
0,withdraw,0,701.0
0,witness,0,702.0
0,week,0,703.0
0,priority,0,704.0
0,woman,0,705.0
0,work,0,706.0
0,principle,0,707.0
0,principal,0,708.0
0,working,0,709.0
0,write,0,710.0
0,writing,0,711.0
0,wtm,0,712.0
0,pricing,0,713.0
0,wtms,0,714.0
0,xix,0,715.0
0,previously,0,716.0
0,professional,0,717.0
0,profile,0,718.0
0,publicly,0,719.0
0,vehicle,0,720.0
0,unpublished,0,721.0
0,use,0,722.0
0,publication,0,723.0
0,proximity,0,724.0
0,proviso,0,725.0
0,utilize,0,726.0
0,v,0,727.0
0,vacancy,0,728.0
0,prosecution,0,729.0
0,validity,0,730.0
0,valuing,0,731.0
0,variation,0,732.0
0,vary,0,733.0
0,verification,0,734.0
0,waiver,0,735.0
0,version,0,736.0
0,vessel,0,737.0
0,vest,0,738.0
0,vesting,0,739.0
0,vi,0,740.0
0,vigil,0,741.0
0,vii,0,742.0
0,prohibitory,0,743.0
0,viii,0,744.0
0,violate,0,745.0
0,violation,0,746.0
0,progress,0,747.0
0,voluntarily,0,748.0
0,type,0,749.0
0,reconsideration,0,750.0
0,ratio,0,751.0
0,reputation,0,752.0
0,repricing,0,753.0
0,soft,0,754.0
0,society,0,755.0
0,sme,0,756.0
0,skill,0,757.0
0,repugnant,0,758.0
0,repute,0,759.0
0,sign,0,760.0
0,situation,0,761.0
0,site,0,762.0
0,sit,0,763.0
0,significant,0,764.0
0,signature,0,765.0
0,requisition,0,766.0
0,solely,0,767.0
0,solicitor,0,768.0
0,reprice,0,769.0
0,representation,0,770.0
0,reporting,0,771.0
0,reply,0,772.0
0,replacement,0,773.0
0,sr,0,774.0
0,repeal,0,775.0
0,repayment,0,776.0
0,rental,0,777.0
0,sro,0,778.0
0,stage,0,779.0
0,remuneration,0,780.0
0,remove,0,781.0
0,removal,0,782.0
0,standard,0,783.0
0,rescission,0,784.0
0,severally,0,785.0
0,standards,0,786.0
0,role,0,787.0
0,seizure,0,788.0
0,revised,0,789.0
0,revocation,0,790.0
0,reward,0,791.0
0,seize,0,792.0
0,roadmap,0,793.0
0,secrete,0,794.0
0,resign,0,795.0
0,second,0,796.0
0,search,0,797.0
0,se,0,798.0
0,scrip,0,799.0
0,satisfy,0,800.0
0,satisfied,0,801.0
0,revise,0,802.0
0,self,0,803.0
0,senior,0,804.0
0,return,0,805.0
0,sensitive,0,806.0
0,retirement,0,807.0
0,separately,0,808.0
0,september,0,809.0
0,series,0,810.0
0,serve,0,811.0
0,restore,0,812.0
0,set,0,813.0
0,restoration,0,814.0
0,responsibility,0,815.0
0,previous,0,816.0
0,seventy,0,817.0
0,resignation,0,818.0
0,remittance,0,819.0
0,remedy,0,820.0
0,rationale,0,821.0
0,tenth,0,822.0
0,thirtieth,0,823.0
0,thereund,0,824.0
0,therefrom,0,825.0
0,test,0,826.0
0,recommend,0,827.0
0,tenure,0,828.0
0,tentatively,0,829.0
0,rectify,0,830.0
0,tendering,0,831.0
0,technical,0,832.0
0,salient,0,833.0
0,table,0,834.0
0,swear,0,835.0
0,recovery,0,836.0
0,threshold,0,837.0
0,tool,0,838.0
0,transact,0,839.0
0,reckoner,0,840.0
0,transactional,0,841.0
0,receivables,0,842.0
0,transmission,0,843.0
0,treatie,0,844.0
0,trend,0,845.0
0,reason,0,846.0
0,tribunal,0,847.0
0,turn,0,848.0
0,realise,0,849.0
0,real,0,850.0
0,turnaround,0,851.0
0,ready,0,852.0
0,read,0,853.0
0,rectification,0,854.0
0,suspension,0,855.0
0,rematerialise,0,856.0
0,storage,0,857.0
0,subject,0,858.0
0,strict,0,859.0
0,reject,0,860.0
0,stress,0,861.0
0,strategy,0,862.0
0,store,0,863.0
0,rejection,0,864.0
0,suspect,0,865.0
0,stipulate,0,866.0
0,relation,0,867.0
0,step,0,868.0
0,relaxation,0,869.0
0,statutory,0,870.0
0,remain,0,871.0
0,regulatory,0,872.0
0,regulated,0,873.0
0,regulate,0,874.0
0,subsequent,0,875.0
0,refuse,0,876.0
0,subsisting,0,877.0
0,substance,0,878.0
0,refundable,0,879.0
0,succession,0,880.0
0,suffer,0,881.0
0,sufficiency,0,882.0
0,redressal,0,883.0
0,sufficient,0,884.0
0,suggestion,0,885.0
0,suitable,0,886.0
0,sum,0,887.0
0,superior,0,888.0
0,settle,0,889.0
0,ability,0,890.0
0,prevention,0,891.0
0,delist,0,892.0
0,cover,0,893.0
0,coverage,0,894.0
0,criterion,0,895.0
0,current,0,896.0
0,custody,0,897.0
0,custom,0,898.0
0,database,0,899.0
0,decency,0,900.0
0,delay,0,901.0
0,delayed,0,902.0
0,delegate,0,903.0
0,delisting,0,904.0
0,course,0,905.0
0,demand,0,906.0
0,demat,0,907.0
0,dematerialization,0,908.0
0,department,0,909.0
0,depute,0,910.0
0,description,0,911.0
0,despite,0,912.0
0,determine,0,913.0
0,detrimental,0,914.0
0,development,0,915.0
0,device,0,916.0
0,court,0,917.0
0,country,0,918.0
0,preparation,0,919.0
0,context,0,920.0
0,conclude,0,921.0
0,conduct,0,922.0
0,confidentiality,0,923.0
0,conflict,0,924.0
0,conform,0,925.0
0,connect,0,926.0
0,connectivity,0,927.0
0,consensus,0,928.0
0,consider,0,929.0
0,consist,0,930.0
0,consolidate,0,931.0
0,continuation,0,932.0
0,count,0,933.0
0,continue,0,934.0
0,continuity,0,935.0
0,contra,0,936.0
0,contravene,0,937.0
0,convention,0,938.0
0,corporatize,0,939.0
0,corpus,0,940.0
0,correspond,0,941.0
0,correspondence,0,942.0
0,corresponding,0,943.0
0,council,0,944.0
0,difference,0,945.0
0,digital,0,946.0
0,diligence,0,947.0
0,estate,0,948.0
0,engage,0,949.0
0,enquiry,0,950.0
0,entitie,0,951.0
0,entitled,0,952.0
0,equal,0,953.0
0,equivalent,0,954.0
0,erstwhile,0,955.0
0,esos,0,956.0
0,esp,0,957.0
0,esps,0,958.0
0,establish,0,959.0
0,evaluate,0,960.0
0,directors,0,961.0
0,evaluation,0,962.0
0,evidence,0,963.0
0,ex,0,964.0
0,exclude,0,965.0
0,exclusively,0,966.0
0,execution,0,967.0
0,executive,0,968.0
0,exemption,0,969.0
0,exit,0,970.0
0,expect,0,971.0
0,experience,0,972.0
0,enforcement,0,973.0
0,empower,0,974.0
0,employer,0,975.0
0,employ,0,976.0
0,disaster,0,977.0
0,disciplinary,0,978.0
0,disclose,0,979.0
0,discrepancy,0,980.0
0,discretionary,0,981.0
0,discuss,0,982.0
0,discussion,0,983.0
0,disgorge,0,984.0
0,disgorgement,0,985.0
0,dispose,0,986.0
0,dispute,0,987.0
0,disseminate,0,988.0
0,dissemination,0,989.0
0,distributor,0,990.0
0,division,0,991.0
0,dm,0,992.0
0,duly,0,993.0
0,duty,0,994.0
0,economic,0,995.0
0,education,0,996.0
0,efficient,0,997.0
0,eighty,0,998.0
0,election,0,999.0
0,concessioning,0,1000.0
0,computation,0,1001.0
0,compulsorily,0,1002.0
0,annum,0,1003.0
0,allocation,0,1004.0
0,allottee,0,1005.0
0,allow,0,1006.0
0,alteration,0,1007.0
0,amendment,0,1008.0
0,analogous,0,1009.0
0,analysis,0,1010.0
0,analyst,0,1011.0
0,annex,0,1012.0
0,annual,0,1013.0
0,annually,0,1014.0
0,anti,0,1015.0
0,assessment,0,1016.0
0,ao,0,1017.0
0,appear,0,1018.0
0,appellate,0,1019.0
0,apply,0,1020.0
0,approach,0,1021.0
0,approve,0,1022.0
0,approx,0,1023.0
0,april,0,1024.0
0,arbitration,0,1025.0
0,arrive,0,1026.0
0,ascribe,0,1027.0
0,alleged,0,1028.0
0,allege,0,1029.0
0,aircraft,0,1030.0
0,aggrieved,0,1031.0
0,absence,0,1032.0
0,abusive,0,1033.0
0,acceptance,0,1034.0
0,accompany,0,1035.0
0,accord,0,1036.0
0,accounting,0,1037.0
0,accreditation,0,1038.0
0,accrue,0,1039.0
0,actuarial,0,1040.0
0,adapt,0,1041.0
0,additional,0,1042.0
0,adjudicate,0,1043.0
0,adjudication,0,1044.0
0,admit,0,1045.0
0,admittance,0,1046.0
0,adopt,0,1047.0
0,advance,0,1048.0
0,advisory,0,1049.0
0,advocate,0,1050.0
0,affidavit,0,1051.0
0,affiliation,0,1052.0
0,agenda,0,1053.0
0,aggrieve,0,1054.0
0,aspect,0,1055.0
0,assignment,0,1056.0
0,compounding,0,1057.0
0,commitment,0,1058.0
0,clearance,0,1059.0
0,close,0,1060.0
0,closure,0,1061.0
0,code,0,1062.0
0,collect,0,1063.0
0,combination,0,1064.0
0,come,0,1065.0
0,commence,0,1066.0
0,comment,0,1067.0
0,commission,0,1068.0
0,commit,0,1069.0
0,communicate,0,1070.0
0,attachment,0,1071.0
0,compensate,0,1072.0
0,compensation,0,1073.0
0,competent,0,1074.0
0,competitive,0,1075.0
0,complaint,0,1076.0
0,complete,0,1077.0
0,completion,0,1078.0
0,complie,0,1079.0
0,comply,0,1080.0
0,component,0,1081.0
0,composition,0,1082.0
0,class,0,1083.0
0,circulate,0,1084.0
0,chief,0,1085.0
0,charter,0,1086.0
0,audit,0,1087.0
0,audited,0,1088.0
0,auditing,0,1089.0
0,authorise,0,1090.0
0,authority,0,1091.0
0,authorize,0,1092.0
0,authorized,0,1093.0
0,avoid,0,1094.0
0,balancing,0,1095.0
0,bankruptcy,0,1096.0
0,bearing,0,1097.0
0,broker,0,1098.0
0,brokerage,0,1099.0
0,build,0,1100.0
0,byelaw,0,1101.0
0,c,0,1102.0
0,calculation,0,1103.0
0,cash,0,1104.0
0,cause,0,1105.0
0,certification,0,1106.0
0,certify,0,1107.0
0,chairman,0,1108.0
0,chairpersonship,0,1109.0
0,expertise,0,1110.0
0,expiry,0,1111.0
0,explanation,0,1112.0
0,mutatis,0,1113.0
0,minority,0,1114.0
0,mislead,0,1115.0
0,misleading,0,1116.0
0,modified,0,1117.0
0,modify,0,1118.0
0,monetary,0,1119.0
0,monitor,0,1120.0
0,monitoring,0,1121.0
0,month,0,1122.0
0,multiple,0,1123.0
0,mumbai,0,1124.0
0,mutually,0,1125.0
0,norm,0,1126.0
0,nation,0,1127.0
0,national,0,1128.0
0,nav,0,1129.0
0,nbfcs,0,1130.0
0,necessary,0,1131.0
0,need,0,1132.0
0,negligence,0,1133.0
0,negotiation,0,1134.0
0,network,0,1135.0
0,newspaper,0,1136.0
0,nism,0,1137.0
0,merge,0,1138.0
0,mention,0,1139.0
0,memo,0,1140.0
0,membership,0,1141.0
0,able,0,1142.0
0,laches,0,1143.0
0,large,0,1144.0
0,laundering,0,1145.0
0,legal,0,1146.0
0,legitimate,0,1147.0
0,lender,0,1148.0
0,liability,0,1149.0
0,limitation,0,1150.0
0,limited,0,1151.0
0,liquidation,0,1152.0
0,llp,0,1153.0
0,locate,0,1154.0
0,location,0,1155.0
0,loss,0,1156.0
0,low,0,1157.0
0,maintain,0,1158.0
0,maintenance,0,1159.0
0,mandate,0,1160.0
0,mark,0,1161.0
0,materiality,0,1162.0
0,maturity,0,1163.0
0,mechanism,0,1164.0
0,nomination,0,1165.0
0,normally,0,1166.0
0,jurisdiction,0,1167.0
0,periodic,0,1168.0
0,parte,0,1169.0
0,participation,0,1170.0
0,partly,0,1171.0
0,passing,0,1172.0
0,pcf,0,1173.0
0,peculiar,0,1174.0
0,peer,0,1175.0
0,penalty,0,1176.0
0,pende,0,1177.0
0,pension,0,1178.0
0,performance,0,1179.0
0,periodicity,0,1180.0
0,noticee,0,1181.0
0,permanent,0,1182.0
0,personal,0,1183.0
0,planning,0,1184.0
0,play,0,1185.0
0,police,0,1186.0
0,portion,0,1187.0
0,possession,0,1188.0
0,possible,0,1189.0
0,practise,0,1190.0
0,pre,0,1191.0
0,premise,0,1192.0
0,parliament,0,1193.0
0,para,0,1194.0
0,panel,0,1195.0
0,p,0,1196.0
0,objection,0,1197.0
0,observation,0,1198.0
0,occupant,0,1199.0
0,october,0,1200.0
0,offence,0,1201.0
0,offender,0,1202.0
0,offshore,0,1203.0
0,omission,0,1204.0
